,0,1,2,3,4,5,6,7,8
1730,usual,improper,complete,1,convenient,convenient,nonprob,not_recom,not_recom
2365,usual,improper,incomplete,more,critical,convenient,problematic,priority,priority
8567,pretentious,very_crit,foster,3,less_conv,inconv,problematic,not_recom,not_recom
12114,great_pret,very_crit,complete,1,less_conv,convenient,nonprob,recommended,priority
649,usual,proper,foster,1,convenient,convenient,nonprob,priority,priority
1283,usual,less_proper,completed,more,critical,convenient,slightly_prob,not_recom,not_recom
12195,great_pret,very_crit,complete,2,critical,inconv,nonprob,recommended,spec_prior
5558,pretentious,less_proper,completed,3,critical,inconv,slightly_prob,not_recom,not_recom
1965,usual,improper,completed,1,less_conv,convenient,slightly_prob,recommended,very_recom
1673,usual,less_proper,foster,3,critical,inconv,problematic,not_recom,not_recom
7787,pretentious,very_crit,complete,1,convenient,inconv,nonprob,not_recom,not_recom
8075,pretentious,very_crit,completed,2,less_conv,inconv,nonprob,not_recom,not_recom
10535,great_pret,improper,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
589,usual,proper,incomplete,3,critical,inconv,slightly_prob,priority,priority
6181,pretentious,improper,complete,3,less_conv,convenient,problematic,priority,spec_prior
913,usual,less_proper,complete,1,critical,inconv,slightly_prob,priority,priority
5602,pretentious,less_proper,completed,more,critical,convenient,slightly_prob,priority,priority
1096,usual,less_proper,completed,1,convenient,inconv,problematic,priority,priority
8701,great_pret,proper,complete,2,convenient,convenient,problematic,priority,priority
11731,great_pret,critical,incomplete,2,convenient,inconv,slightly_prob,priority,spec_prior
9303,great_pret,proper,foster,1,convenient,inconv,problematic,recommended,spec_prior
4713,pretentious,proper,completed,more,convenient,inconv,problematic,recommended,priority
4824,pretentious,proper,incomplete,2,less_conv,convenient,nonprob,recommended,priority
10130,great_pret,less_proper,incomplete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
10425,great_pret,improper,complete,2,convenient,convenient,slightly_prob,recommended,priority
6834,pretentious,improper,foster,3,less_conv,inconv,slightly_prob,recommended,priority
10953,great_pret,improper,incomplete,3,critical,inconv,nonprob,recommended,spec_prior
10819,great_pret,improper,incomplete,1,less_conv,convenient,nonprob,priority,spec_prior
7943,pretentious,very_crit,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
2586,usual,improper,foster,more,critical,inconv,slightly_prob,recommended,priority
1125,usual,less_proper,completed,1,critical,inconv,nonprob,recommended,priority
1068,usual,less_proper,complete,more,critical,convenient,problematic,recommended,priority
4816,pretentious,proper,incomplete,2,convenient,inconv,nonprob,priority,priority
9037,great_pret,proper,completed,more,less_conv,convenient,nonprob,priority,spec_prior
3667,usual,very_crit,complete,more,critical,inconv,slightly_prob,priority,spec_prior
4916,pretentious,proper,incomplete,more,convenient,convenient,nonprob,not_recom,not_recom
5309,pretentious,less_proper,complete,3,convenient,inconv,problematic,not_recom,not_recom
7517,pretentious,critical,incomplete,more,convenient,inconv,nonprob,not_recom,not_recom
7577,pretentious,critical,foster,1,convenient,inconv,problematic,not_recom,not_recom
8976,great_pret,proper,completed,3,convenient,inconv,slightly_prob,recommended,priority
1432,usual,less_proper,incomplete,3,less_conv,inconv,nonprob,priority,priority
10163,great_pret,less_proper,foster,1,convenient,inconv,nonprob,not_recom,not_recom
11114,great_pret,improper,foster,2,critical,convenient,problematic,not_recom,not_recom
10467,great_pret,improper,complete,2,critical,inconv,nonprob,recommended,spec_prior
11507,great_pret,critical,completed,2,convenient,convenient,slightly_prob,not_recom,not_recom
10625,great_pret,improper,completed,1,critical,convenient,slightly_prob,not_recom,not_recom
11144,great_pret,improper,foster,3,less_conv,convenient,nonprob,not_recom,not_recom
9357,great_pret,proper,foster,2,convenient,inconv,problematic,recommended,spec_prior
7610,pretentious,critical,foster,1,critical,inconv,slightly_prob,not_recom,not_recom
1580,usual,less_proper,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom
8011,pretentious,very_crit,completed,1,less_conv,convenient,nonprob,priority,spec_prior
2438,usual,improper,foster,2,convenient,convenient,problematic,not_recom,not_recom
1313,usual,less_proper,incomplete,1,convenient,inconv,problematic,not_recom,not_recom
7290,pretentious,critical,completed,more,convenient,convenient,nonprob,recommended,priority
11785,great_pret,critical,incomplete,3,convenient,inconv,slightly_prob,priority,spec_prior
760,usual,proper,foster,3,convenient,convenient,slightly_prob,priority,priority
7192,pretentious,critical,completed,2,convenient,inconv,nonprob,priority,spec_prior
11334,great_pret,critical,complete,2,critical,inconv,slightly_prob,recommended,spec_prior
4955,pretentious,proper,incomplete,more,critical,convenient,slightly_prob,not_recom,not_recom
8233,pretentious,very_crit,incomplete,1,less_conv,convenient,problematic,priority,spec_prior
3238,usual,critical,incomplete,more,critical,inconv,problematic,priority,spec_prior
4227,usual,very_crit,foster,3,convenient,inconv,problematic,recommended,spec_prior
11359,great_pret,critical,complete,3,less_conv,convenient,nonprob,priority,spec_prior
2700,usual,critical,complete,3,convenient,convenient,nonprob,recommended,priority
11788,great_pret,critical,incomplete,3,convenient,inconv,problematic,priority,spec_prior
6660,pretentious,improper,incomplete,more,less_conv,convenient,nonprob,recommended,priority
1561,usual,less_proper,foster,1,critical,inconv,slightly_prob,priority,priority
10612,great_pret,improper,completed,1,less_conv,inconv,nonprob,priority,spec_prior
694,usual,proper,foster,1,critical,inconv,nonprob,priority,priority
11376,great_pret,critical,complete,3,critical,convenient,nonprob,recommended,spec_prior
6404,pretentious,improper,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recom
8433,pretentious,very_crit,foster,1,convenient,inconv,nonprob,recommended,spec_prior
10830,great_pret,improper,incomplete,1,less_conv,inconv,slightly_prob,recommended,priority
5133,pretentious,proper,foster,more,convenient,convenient,slightly_prob,recommended,very_recom
7571,pretentious,critical,foster,1,convenient,inconv,nonprob,not_recom,not_recom
1607,usual,less_proper,foster,2,critical,convenient,slightly_prob,not_recom,not_recom
6943,pretentious,critical,complete,1,less_conv,inconv,slightly_prob,priority,spec_prior
9791,great_pret,less_proper,completed,2,convenient,inconv,problematic,not_recom,not_recom
10076,great_pret,less_proper,incomplete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
4139,usual,very_crit,foster,1,less_conv,inconv,problematic,not_recom,not_recom
6572,pretentious,improper,incomplete,2,critical,convenient,nonprob,not_recom,not_recom
2413,usual,improper,foster,1,critical,convenient,nonprob,priority,priority
11929,great_pret,critical,foster,1,critical,inconv,slightly_prob,priority,spec_prior
10388,great_pret,improper,complete,1,less_conv,convenient,nonprob,not_recom,not_recom
12703,great_pret,very_crit,incomplete,more,convenient,inconv,slightly_prob,priority,spec_prior
5932,pretentious,less_proper,foster,2,critical,inconv,nonprob,priority,priority
11562,great_pret,critical,completed,3,convenient,convenient,problematic,recommended,spec_prior
12453,great_pret,very_crit,completed,3,less_conv,inconv,problematic,recommended,spec_prior
8128,pretentious,very_crit,completed,3,less_conv,inconv,nonprob,priority,spec_prior
2745,usual,critical,complete,3,critical,inconv,nonprob,recommended,priority
7710,pretentious,critical,foster,3,critical,convenient,problematic,recommended,spec_prior
1358,usual,less_proper,incomplete,2,convenient,convenient,problematic,not_recom,not_recom
2597,usual,critical,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
12136,great_pret,very_crit,complete,1,critical,convenient,slightly_prob,priority,spec_prior
9613,great_pret,less_proper,complete,3,convenient,convenient,nonprob,priority,priority
5836,pretentious,less_proper,foster,1,convenient,convenient,slightly_prob,priority,priority
498,usual,proper,incomplete,2,convenient,inconv,slightly_prob,recommended,priority
5459,pretentious,less_proper,completed,2,convenient,convenient,slightly_prob,not_recom,not_recom
9901,great_pret,less_proper,completed,more,less_conv,convenient,nonprob,priority,spec_prior
12799,great_pret,very_crit,foster,2,convenient,convenient,nonprob,priority,spec_prior
11904,great_pret,critical,foster,1,less_conv,convenient,problematic,recommended,spec_prior
6403,pretentious,improper,completed,3,less_conv,inconv,slightly_prob,priority,spec_prior
12073,great_pret,critical,foster,more,less_conv,inconv,slightly_prob,priority,spec_prior
5537,pretentious,less_proper,completed,3,less_conv,inconv,nonprob,not_recom,not_recom
4321,pretentious,proper,complete,1,convenient,convenient,nonprob,priority,priority
1757,usual,improper,complete,1,less_conv,inconv,nonprob,not_recom,not_recom
386,usual,proper,completed,more,convenient,convenient,problematic,not_recom,not_recom
3491,usual,very_crit,complete,1,less_conv,inconv,problematic,not_recom,not_recom
2359,usual,improper,incomplete,more,critical,convenient,nonprob,priority,priority
8179,pretentious,very_crit,completed,more,less_conv,convenient,problematic,priority,spec_prior
7650,pretentious,critical,foster,2,critical,convenient,nonprob,recommended,spec_prior
3686,usual,very_crit,completed,1,convenient,inconv,slightly_prob,not_recom,not_recom
5277,pretentious,less_proper,complete,2,critical,convenient,slightly_prob,recommended,priority
9405,great_pret,proper,foster,3,convenient,inconv,nonprob,recommended,priority
9375,great_pret,proper,foster,2,less_conv,inconv,problematic,recommended,spec_prior
12364,great_pret,very_crit,completed,1,critical,inconv,problematic,priority,spec_prior
6931,pretentious,critical,complete,1,less_conv,convenient,nonprob,priority,spec_prior
12106,great_pret,very_crit,complete,1,convenient,inconv,nonprob,priority,spec_prior
9820,great_pret,less_proper,completed,2,critical,inconv,nonprob,priority,spec_prior
5036,pretentious,proper,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom
8520,pretentious,very_crit,foster,2,critical,convenient,problematic,recommended,spec_prior
9581,great_pret,less_proper,complete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
11104,great_pret,improper,foster,2,less_conv,inconv,problematic,priority,spec_prior
903,usual,less_proper,complete,1,critical,convenient,slightly_prob,recommended,very_recom
12371,great_pret,very_crit,completed,2,convenient,convenient,slightly_prob,not_recom,not_recom
12957,great_pret,very_crit,foster,more,critical,inconv,problematic,recommended,spec_prior
5255,pretentious,less_proper,complete,2,convenient,inconv,problematic,not_recom,not_recom
9271,great_pret,proper,incomplete,more,critical,convenient,nonprob,priority,spec_prior
7226,pretentious,critical,completed,2,critical,convenient,problematic,not_recom,not_recom
9458,great_pret,proper,foster,more,convenient,convenient,problematic,not_recom,not_recom
5917,pretentious,less_proper,foster,2,less_conv,inconv,slightly_prob,priority,priority
12612,great_pret,very_crit,incomplete,2,less_conv,inconv,slightly_prob,recommended,spec_prior
6648,pretentious,improper,incomplete,more,convenient,convenient,problematic,recommended,priority
1088,usual,less_proper,completed,1,convenient,convenient,problematic,not_recom,not_recom
11678,great_pret,critical,incomplete,1,convenient,inconv,slightly_prob,not_recom,not_recom
9589,great_pret,less_proper,complete,2,less_conv,inconv,slightly_prob,priority,priority
10604,great_pret,improper,completed,1,less_conv,convenient,nonprob,not_recom,not_recom
4982,pretentious,proper,foster,1,convenient,inconv,slightly_prob,not_recom,not_recom
3441,usual,critical,foster,more,critical,convenient,slightly_prob,recommended,priority
11597,great_pret,critical,completed,3,critical,convenient,slightly_prob,not_recom,not_recom
12232,great_pret,very_crit,complete,3,less_conv,inconv,nonprob,priority,spec_prior
934,usual,less_proper,complete,2,convenient,inconv,problematic,priority,priority
6945,pretentious,critical,complete,1,less_conv,inconv,problematic,recommended,spec_prior
11871,great_pret,critical,incomplete,more,critical,inconv,nonprob,recommended,spec_prior
2217,usual,improper,incomplete,2,convenient,convenient,slightly_prob,recommended,very_recom
1697,usual,less_proper,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom
12156,great_pret,very_crit,complete,2,convenient,convenient,problematic,recommended,spec_prior
7131,pretentious,critical,completed,1,convenient,convenient,slightly_prob,recommended,priority
2825,usual,critical,completed,1,convenient,inconv,problematic,not_recom,not_recom
10319,great_pret,less_proper,foster,more,convenient,convenient,slightly_prob,not_recom,not_recom
11310,great_pret,critical,complete,2,less_conv,convenient,problematic,recommended,spec_prior
4382,pretentious,proper,complete,2,convenient,convenient,problematic,not_recom,not_recom
12702,great_pret,very_crit,incomplete,more,convenient,inconv,slightly_prob,recommended,spec_prior
5330,pretentious,less_proper,complete,3,critical,convenient,nonprob,not_recom,not_recom
624,usual,proper,incomplete,more,less_conv,inconv,slightly_prob,recommended,priority
10266,great_pret,less_proper,foster,3,convenient,convenient,problematic,recommended,priority
6163,pretentious,improper,complete,3,convenient,convenient,problematic,priority,priority
3438,usual,critical,foster,more,critical,convenient,nonprob,recommended,priority
10225,great_pret,less_proper,foster,2,less_conv,convenient,nonprob,priority,spec_prior
7817,pretentious,very_crit,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
7456,pretentious,critical,incomplete,3,convenient,convenient,slightly_prob,priority,spec_prior
5239,pretentious,less_proper,complete,2,convenient,convenient,nonprob,priority,priority
194,usual,proper,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
12015,great_pret,critical,foster,3,less_conv,inconv,nonprob,recommended,spec_prior
8782,great_pret,proper,complete,3,less_conv,inconv,problematic,priority,spec_prior
7017,pretentious,critical,complete,2,critical,inconv,problematic,recommended,spec_prior
4774,pretentious,proper,incomplete,1,less_conv,convenient,slightly_prob,priority,priority
10561,great_pret,improper,complete,more,less_conv,inconv,slightly_prob,priority,spec_prior
8510,pretentious,very_crit,foster,2,less_conv,inconv,slightly_prob,not_recom,not_recom
6279,pretentious,improper,completed,1,convenient,inconv,problematic,recommended,priority
1628,usual,less_proper,foster,3,convenient,convenient,problematic,not_recom,not_recom
9022,great_pret,proper,completed,more,convenient,convenient,slightly_prob,priority,priority
2841,usual,critical,completed,1,less_conv,inconv,problematic,recommended,priority
4751,pretentious,proper,completed,more,critical,inconv,problematic,not_recom,not_recom
5470,pretentious,less_proper,completed,2,convenient,inconv,problematic,priority,priority
2811,usual,critical,completed,1,convenient,convenient,slightly_prob,recommended,priority
10221,great_pret,less_proper,foster,2,convenient,inconv,problematic,recommended,spec_prior
3927,usual,very_crit,incomplete,1,critical,convenient,slightly_prob,recommended,spec_prior
7177,pretentious,critical,completed,1,critical,inconv,slightly_prob,priority,spec_prior
1386,usual,less_proper,incomplete,2,critical,convenient,nonprob,recommended,priority
10955,great_pret,improper,incomplete,3,critical,inconv,nonprob,not_recom,not_recom
1923,usual,improper,complete,more,less_conv,inconv,problematic,recommended,priority
7112,pretentious,critical,complete,more,critical,convenient,nonprob,not_recom,not_recom
11223,great_pret,improper,foster,more,critical,inconv,nonprob,recommended,spec_prior
10842,great_pret,improper,incomplete,1,critical,convenient,problematic,recommended,spec_prior
10794,great_pret,improper,completed,more,critical,inconv,slightly_prob,recommended,spec_prior
8604,pretentious,very_crit,foster,more,less_conv,convenient,nonprob,recommended,spec_prior
1617,usual,less_proper,foster,2,critical,inconv,problematic,recommended,priority
6926,pretentious,critical,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
581,usual,proper,incomplete,3,critical,convenient,slightly_prob,not_recom,not_recom
7269,pretentious,critical,completed,3,less_conv,inconv,problematic,recommended,spec_prior
7631,pretentious,critical,foster,2,convenient,inconv,problematic,not_recom,not_recom
3502,usual,very_crit,complete,1,critical,inconv,nonprob,priority,spec_prior
11680,great_pret,critical,incomplete,1,convenient,inconv,problematic,priority,spec_prior
6173,pretentious,improper,complete,3,convenient,inconv,problematic,not_recom,not_recom
689,usual,proper,foster,1,critical,convenient,slightly_prob,not_recom,not_recom
7247,pretentious,critical,completed,3,convenient,inconv,nonprob,not_recom,not_recom
6774,pretentious,improper,foster,2,less_conv,convenient,problematic,recommended,spec_prior
9805,great_pret,less_proper,completed,2,less_conv,inconv,slightly_prob,priority,priority
12024,great_pret,critical,foster,3,critical,convenient,nonprob,recommended,spec_prior
680,usual,proper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
8761,great_pret,proper,complete,3,convenient,inconv,slightly_prob,priority,spec_prior
970,usual,less_proper,complete,2,critical,inconv,problematic,priority,priority
1883,usual,improper,complete,3,critical,inconv,nonprob,not_recom,not_recom
6939,pretentious,critical,complete,1,less_conv,inconv,nonprob,recommended,priority
8674,great_pret,proper,complete,1,less_conv,inconv,problematic,priority,priority
2883,usual,critical,completed,2,less_conv,convenient,slightly_prob,recommended,priority
2505,usual,improper,foster,3,less_conv,convenient,slightly_prob,recommended,priority
3846,usual,very_crit,completed,more,convenient,inconv,slightly_prob,recommended,spec_prior
59,usual,proper,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom
9181,great_pret,proper,incomplete,3,convenient,convenient,nonprob,priority,priority
3664,usual,very_crit,complete,more,critical,inconv,nonprob,priority,spec_prior
6898,pretentious,improper,foster,more,critical,convenient,slightly_prob,priority,spec_prior
7615,pretentious,critical,foster,2,convenient,convenient,nonprob,priority,spec_prior
6845,pretentious,improper,foster,3,critical,convenient,slightly_prob,not_recom,not_recom
7718,pretentious,critical,foster,3,critical,inconv,slightly_prob,not_recom,not_recom
8077,pretentious,very_crit,completed,2,less_conv,inconv,slightly_prob,priority,spec_prior
12184,great_pret,very_crit,complete,2,less_conv,inconv,problematic,priority,spec_prior
2785,usual,critical,complete,more,less_conv,inconv,slightly_prob,priority,spec_prior
7644,pretentious,critical,foster,2,less_conv,inconv,slightly_prob,recommended,spec_prior
1557,usual,less_proper,foster,1,critical,inconv,nonprob,recommended,priority
6078,pretentious,improper,complete,1,less_conv,inconv,slightly_prob,recommended,priority
356,usual,proper,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recom
8631,pretentious,very_crit,foster,more,critical,inconv,nonprob,recommended,spec_prior
12696,great_pret,very_crit,incomplete,more,convenient,convenient,problematic,recommended,spec_prior
8131,pretentious,very_crit,completed,3,less_conv,inconv,slightly_prob,priority,spec_prior
1747,usual,improper,complete,1,less_conv,convenient,nonprob,priority,priority
922,usual,less_proper,complete,2,convenient,convenient,slightly_prob,priority,priority
5963,pretentious,less_proper,foster,3,less_conv,convenient,slightly_prob,not_recom,not_recom
7446,pretentious,critical,incomplete,2,critical,inconv,slightly_prob,recommended,spec_prior
4280,usual,very_crit,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom
3688,usual,very_crit,completed,1,convenient,inconv,problematic,priority,spec_prior
109,usual,proper,complete,3,convenient,convenient,nonprob,priority,priority
4590,pretentious,proper,completed,2,convenient,convenient,nonprob,recommended,very_recom
444,usual,proper,incomplete,1,convenient,inconv,slightly_prob,recommended,very_recom
12396,great_pret,very_crit,completed,2,less_conv,inconv,slightly_prob,recommended,priority
2677,usual,critical,complete,2,less_conv,inconv,slightly_prob,priority,priority
6511,pretentious,improper,incomplete,1,less_conv,inconv,slightly_prob,priority,priority
12219,great_pret,very_crit,complete,3,convenient,inconv,problematic,recommended,spec_prior
12231,great_pret,very_crit,complete,3,less_conv,inconv,nonprob,recommended,spec_prior
3159,usual,critical,incomplete,3,less_conv,inconv,nonprob,recommended,priority
7294,pretentious,critical,completed,more,convenient,convenient,slightly_prob,priority,spec_prior
11362,great_pret,critical,complete,3,less_conv,convenient,slightly_prob,priority,spec_prior
9248,great_pret,proper,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom
4006,usual,very_crit,incomplete,3,convenient,inconv,nonprob,priority,spec_prior
192,usual,proper,complete,more,less_conv,inconv,slightly_prob,recommended,priority
4283,usual,very_crit,foster,more,convenient,inconv,problematic,not_recom,not_recom
9214,great_pret,proper,incomplete,3,less_conv,inconv,problematic,priority,spec_prior
1685,usual,less_proper,foster,more,convenient,inconv,nonprob,not_recom,not_recom
6596,pretentious,improper,incomplete,3,convenient,convenient,problematic,not_recom,not_recom
4083,usual,very_crit,incomplete,more,less_conv,inconv,problematic,recommended,spec_prior
10422,great_pret,improper,complete,2,convenient,convenient,nonprob,recommended,priority
11508,great_pret,critical,completed,2,convenient,convenient,problematic,recommended,spec_prior
6423,pretentious,improper,completed,3,critical,inconv,problematic,recommended,spec_prior
9909,great_pret,less_proper,completed,more,less_conv,inconv,nonprob,recommended,priority
11650,great_pret,critical,completed,more,critical,convenient,slightly_prob,priority,spec_prior
4950,pretentious,proper,incomplete,more,critical,convenient,nonprob,recommended,priority
9752,great_pret,less_proper,completed,1,less_conv,inconv,slightly_prob,not_recom,not_recom
1148,usual,less_proper,completed,2,convenient,inconv,slightly_prob,not_recom,not_recom
6000,pretentious,less_proper,foster,more,convenient,convenient,problematic,recommended,priority
4870,pretentious,proper,incomplete,3,convenient,inconv,nonprob,priority,priority
8326,pretentious,very_crit,incomplete,3,convenient,inconv,nonprob,priority,spec_prior
12704,great_pret,very_crit,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom
10616,great_pret,improper,completed,1,less_conv,inconv,slightly_prob,not_recom,not_recom
10314,great_pret,less_proper,foster,more,convenient,convenient,nonprob,recommended,priority
8679,great_pret,proper,complete,1,critical,convenient,slightly_prob,recommended,priority
10962,great_pret,improper,incomplete,more,convenient,convenient,nonprob,recommended,priority
5434,pretentious,less_proper,completed,1,less_conv,inconv,problematic,priority,priority
5499,pretentious,less_proper,completed,2,critical,inconv,nonprob,recommended,priority
2324,usual,improper,incomplete,more,convenient,convenient,nonprob,not_recom,not_recom
7828,pretentious,very_crit,complete,1,critical,inconv,problematic,priority,spec_prior
11982,great_pret,critical,foster,2,critical,inconv,slightly_prob,recommended,spec_prior
4300,usual,very_crit,foster,more,less_conv,inconv,problematic,priority,spec_prior
11220,great_pret,improper,foster,more,critical,convenient,problematic,recommended,spec_prior
11978,great_pret,critical,foster,2,critical,convenient,problematic,not_recom,not_recom
1360,usual,less_proper,incomplete,2,convenient,inconv,nonprob,priority,priority
6968,pretentious,critical,complete,2,convenient,convenient,nonprob,not_recom,not_recom
4555,pretentious,proper,completed,1,less_conv,convenient,nonprob,priority,priority
6662,pretentious,improper,incomplete,more,less_conv,convenient,nonprob,not_recom,not_recom
9013,great_pret,proper,completed,3,critical,inconv,slightly_prob,priority,spec_prior
4701,pretentious,proper,completed,more,convenient,convenient,slightly_prob,recommended,very_recom
3013,usual,critical,completed,more,critical,convenient,problematic,priority,spec_prior
3263,usual,critical,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom
1185,usual,less_proper,completed,2,critical,inconv,problematic,recommended,priority
8057,pretentious,very_crit,completed,2,convenient,inconv,nonprob,not_recom,not_recom
12190,great_pret,very_crit,complete,2,critical,convenient,slightly_prob,priority,spec_prior
6421,pretentious,improper,completed,3,critical,inconv,slightly_prob,priority,spec_prior
10424,great_pret,improper,complete,2,convenient,convenient,nonprob,not_recom,not_recom
12423,great_pret,very_crit,completed,3,convenient,convenient,slightly_prob,recommended,priority
10105,great_pret,less_proper,incomplete,more,convenient,convenient,problematic,priority,priority
10770,great_pret,improper,completed,more,less_conv,convenient,problematic,recommended,spec_prior
11179,great_pret,improper,foster,more,convenient,convenient,nonprob,priority,spec_prior
2851,usual,critical,completed,1,critical,convenient,problematic,priority,spec_prior
3957,usual,very_crit,incomplete,2,convenient,inconv,problematic,recommended,spec_prior
7405,pretentious,critical,incomplete,2,convenient,convenient,problematic,priority,spec_prior
575,usual,proper,incomplete,3,less_conv,inconv,problematic,not_recom,not_recom
9290,great_pret,proper,foster,1,convenient,convenient,nonprob,not_recom,not_recom
12392,great_pret,very_crit,completed,2,less_conv,convenient,problematic,not_recom,not_recom
4196,usual,very_crit,foster,2,critical,convenient,nonprob,not_recom,not_recom
12720,great_pret,very_crit,incomplete,more,less_conv,inconv,slightly_prob,recommended,spec_prior
2539,usual,improper,foster,more,convenient,convenient,nonprob,priority,priority
5361,pretentious,less_proper,complete,more,convenient,inconv,problematic,recommended,priority
11955,great_pret,critical,foster,2,less_conv,convenient,slightly_prob,recommended,spec_prior
6586,pretentious,improper,incomplete,2,critical,inconv,problematic,priority,spec_prior
12349,great_pret,very_crit,completed,1,critical,convenient,nonprob,priority,spec_prior
1681,usual,less_proper,foster,more,convenient,convenient,problematic,priority,priority
5267,pretentious,less_proper,complete,2,less_conv,inconv,nonprob,not_recom,not_recom
6317,pretentious,improper,completed,1,critical,inconv,problematic,not_recom,not_recom
7026,pretentious,critical,complete,3,convenient,convenient,problematic,recommended,spec_prior
12215,great_pret,very_crit,complete,3,convenient,inconv,nonprob,not_recom,not_recom
3884,usual,very_crit,completed,more,critical,inconv,slightly_prob,not_recom,not_recom
10449,great_pret,improper,complete,2,less_conv,inconv,nonprob,recommended,priority
7461,pretentious,critical,incomplete,3,convenient,inconv,nonprob,recommended,spec_prior
10508,great_pret,improper,complete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
4150,usual,very_crit,foster,1,critical,inconv,nonprob,priority,spec_prior
4282,usual,very_crit,foster,more,convenient,inconv,problematic,priority,spec_prior
4489,pretentious,proper,complete,more,convenient,convenient,problematic,priority,priority
2739,usual,critical,complete,3,critical,convenient,slightly_prob,recommended,priority
2991,usual,critical,completed,more,less_conv,convenient,slightly_prob,recommended,priority
9793,great_pret,less_proper,completed,2,less_conv,convenient,nonprob,priority,priority
3382,usual,critical,foster,3,less_conv,inconv,problematic,priority,spec_prior
9736,great_pret,less_proper,completed,1,convenient,inconv,problematic,priority,priority
9631,great_pret,less_proper,complete,3,less_conv,convenient,nonprob,priority,spec_prior
11694,great_pret,critical,incomplete,1,less_conv,inconv,slightly_prob,recommended,priority
12055,great_pret,critical,foster,more,convenient,inconv,slightly_prob,priority,spec_prior
2343,usual,improper,incomplete,more,less_conv,convenient,slightly_prob,recommended,priority
6135,pretentious,improper,complete,2,less_conv,inconv,problematic,recommended,priority
4506,pretentious,proper,complete,more,less_conv,convenient,problematic,recommended,priority
1588,usual,less_proper,foster,2,less_conv,convenient,slightly_prob,priority,priority
11512,great_pret,critical,completed,2,convenient,inconv,nonprob,priority,spec_prior
7068,pretentious,critical,complete,3,critical,inconv,slightly_prob,recommended,spec_prior
3900,usual,very_crit,incomplete,1,convenient,inconv,slightly_prob,recommended,priority
12950,great_pret,very_crit,foster,more,critical,convenient,problematic,not_recom,not_recom
6499,pretentious,improper,incomplete,1,less_conv,convenient,nonprob,priority,priority
12503,great_pret,very_crit,completed,more,less_conv,inconv,nonprob,not_recom,not_recom
3821,usual,very_crit,completed,3,critical,convenient,slightly_prob,not_recom,not_recom
9239,great_pret,proper,incomplete,more,convenient,convenient,slightly_prob,not_recom,not_recom
2613,usual,critical,complete,1,less_conv,convenient,slightly_prob,recommended,priority
11502,great_pret,critical,completed,2,convenient,convenient,nonprob,recommended,priority
12927,great_pret,very_crit,foster,more,less_conv,convenient,slightly_prob,recommended,spec_prior
1533,usual,less_proper,foster,1,less_conv,convenient,slightly_prob,recommended,priority
8246,pretentious,very_crit,incomplete,1,critical,convenient,nonprob,not_recom,not_recom
7775,pretentious,critical,foster,more,critical,inconv,problematic,not_recom,not_recom
7232,pretentious,critical,completed,2,critical,inconv,slightly_prob,not_recom,not_recom
1303,usual,less_proper,incomplete,1,convenient,convenient,problematic,priority,priority
7409,pretentious,critical,incomplete,2,convenient,inconv,nonprob,not_recom,not_recom
3866,usual,very_crit,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recom
7098,pretentious,critical,complete,more,less_conv,convenient,problematic,recommended,spec_prior
2704,usual,critical,complete,3,convenient,convenient,slightly_prob,priority,priority
11932,great_pret,critical,foster,1,critical,inconv,problematic,priority,spec_prior
5370,pretentious,less_proper,complete,more,less_conv,convenient,problematic,recommended,priority
12951,great_pret,very_crit,foster,more,critical,inconv,nonprob,recommended,spec_prior
4400,pretentious,proper,complete,2,less_conv,convenient,problematic,not_recom,not_recom
3096,usual,critical,incomplete,2,less_conv,convenient,nonprob,recommended,priority
5523,pretentious,less_proper,completed,3,convenient,inconv,problematic,recommended,priority
7659,pretentious,critical,foster,2,critical,inconv,nonprob,recommended,spec_prior
6059,pretentious,improper,complete,1,convenient,inconv,nonprob,not_recom,not_recom
10610,great_pret,improper,completed,1,less_conv,convenient,problematic,not_recom,not_recom
961,usual,less_proper,complete,2,critical,convenient,problematic,priority,priority
6356,pretentious,improper,completed,2,critical,convenient,nonprob,not_recom,not_recom
